order_number,employee_id,employee_name,job_title,sales_region,order_date,order_type,customer_type,customer_name,customer_state,product_category,product_number,produce_name,quantity,unit_price,sale_price
1103386,900016625,Norm Hawkins,Sales Representative,Southeast,16/04/2019,Retail,Individual,Buck Knowlman,Georgia,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,4,24.5,98
1103390,900016625,Norm Hawkins,Sales Representative,Southeast,17/04/2019,Retail,Individual,Ida Skurm,Florida,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,4,14.5,58
1103411,900016625,Norm Hawkins,Sales Representative,Southeast,20/04/2019,Retail,Individual,Natividad de Pinna,Alabama,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,2,27,54
1103423,900016625,Norm Hawkins,Sales Representative,Southeast,22/04/2019,Retail,Individual,Dehlia Gaiter,Georgia,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,3,16.75,50.25
1103430,900016625,Norm Hawkins,Sales Representative,Southeast,23/04/2019,Retail,Individual,Davidson Cramphorn,Florida,Gift Basket,GB104,Garlic EVOO Gift Basket,4,75,300
1103446,900016625,Norm Hawkins,Sales Representative,Southeast,25/04/2019,Retail,Individual,Odelia Jamblin,Alabama,Gift Basket,GB100,Organic EVOO Gift Basket,4,70,280
1103468,900016625,Norm Hawkins,Sales Representative,Southeast,28/04/2019,Retail,Individual,Eleni Nardi,Florida,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,4,14.5,58
1103508,900016625,Norm Hawkins,Sales Representative,Southeast,02/05/2019,Retail,Individual,Arvin Olohan,Florida,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,1,19.5,19.5
1103673,900016625,Norm Hawkins,Sales Representative,Southeast,26/05/2019,Retail,Individual,Geordie Stiggers,Florida,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,1,27,27
1103685,900016625,Norm Hawkins,Sales Representative,Southeast,27/05/2019,Retail,Individual,Maurizio Dando,Florida,Olive Oil,OO308,Basil Extra Virgin Olive Oil,2,26,52
1103691,900016625,Norm Hawkins,Sales Representative,Southeast,28/05/2019,Retail,Individual,Janis Rix,Florida,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,3,30,90
1103793,900016625,Norm Hawkins,Sales Representative,Southeast,14/06/2019,Retail,Individual,Collie Ansty,Florida,Gift Basket,GB300,Deluxe Bath Gift Basket,1,115,115
1103813,900016625,Norm Hawkins,Sales Representative,Southeast,17/06/2019,Retail,Individual,Robinia Balog,Alabama,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,1,26,26
1103858,900016625,Norm Hawkins,Sales Representative,Southeast,22/06/2019,Retail,Individual,Hollie Albrecht,Florida,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,2,17.5,35
1103924,900016625,Norm Hawkins,Sales Representative,Southeast,02/07/2019,Retail,Individual,Domenic Sinney,Florida,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,1,45,45
1103923,900016625,Norm Hawkins,Sales Representative,Southeast,02/07/2019,Retail,Individual,Bunnie Bedboro,Florida,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,3,26,78
1103960,900016625,Norm Hawkins,Sales Representative,Southeast,06/07/2019,Wholesale,Business,Wilkinson Inc,Florida,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,12,234,2808
1103958,900016625,Norm Hawkins,Sales Representative,Southeast,06/07/2019,Retail,Individual,Osmond Creane,Florida,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,1,123,123
1103967,900016625,Norm Hawkins,Sales Representative,Southeast,07/07/2019,Retail,Individual,Kendell Delleschi,Georgia,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,2,14.5,29
1103999,900016625,Norm Hawkins,Sales Representative,Southeast,11/07/2019,Retail,Individual,Geordie Stiggers,Florida,Bath products,BP101,Lavender and Olive Bath Salts,4,8.5,34
1104015,900016625,Norm Hawkins,Sales Representative,Southeast,13/07/2019,Retail,Individual,Spike Wedmore,Florida,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,3,45,135
1104040,900016625,Norm Hawkins,Sales Representative,Southeast,16/07/2019,Retail,Individual,Nellie Itchingham,Florida,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,4,123,492
1104039,900016625,Norm Hawkins,Sales Representative,Southeast,16/07/2019,Retail,Individual,Haydon Ogles,Georgia,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,4,24.5,98
1104072,900016625,Norm Hawkins,Sales Representative,Southeast,21/07/2019,Retail,Individual,Rafael Richly,Florida,Bath products,BP505,Vanilla and Olive Oil Lotion,3,9.99,29.97
1104131,900016625,Norm Hawkins,Sales Representative,Southeast,29/07/2019,Retail,Individual,Joey Woodier,Florida,Bath products,BP302,Mandarin and Olive Candle,1,6.99,6.99
1104170,900016625,Norm Hawkins,Sales Representative,Southeast,05/08/2019,Retail,Individual,Amberly Corney,South Carolina,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,4,19.5,78
1104186,900016625,Norm Hawkins,Sales Representative,Southeast,06/08/2019,Retail,Individual,Sherry McFarlan,Florida,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,2,26,52
1104207,900016625,Norm Hawkins,Sales Representative,Southeast,10/08/2019,Retail,Business,Ullrich Inc,Florida,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,3,26,78
1104206,900016625,Norm Hawkins,Sales Representative,Southeast,10/08/2019,Retail,Individual,Lowell Fagg,Florida,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,3,45,135
1104243,900016625,Norm Hawkins,Sales Representative,Southeast,15/08/2019,Retail,Individual,Eleni Nardi,Florida,Bath products,BP101,Lavender and Olive Bath Salts,3,8.5,25.5
1104283,900016625,Norm Hawkins,Sales Representative,Southeast,20/08/2019,Retail,Individual,Abagail Defraine,Florida,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,1,14.5,14.5
1104292,900016625,Norm Hawkins,Sales Representative,Southeast,21/08/2019,Wholesale,Business,Halvorson Inc,Georgia,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,10,234,2340
1104313,900016625,Norm Hawkins,Sales Representative,Southeast,25/08/2019,Wholesale,Business,Wilkinson Inc,Florida,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,8,234,1872
1104336,900016625,Norm Hawkins,Sales Representative,Southeast,28/08/2019,Retail,Individual,Bryna Cumberpatch,Alabama,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,3,114,342
1104432,900016625,Norm Hawkins,Sales Representative,Southeast,11/09/2019,Retail,Individual,Hamlin Minto,Florida,Gift Basket,GB106,Basil EVOO Gift Basket,1,75,75
1104482,900016625,Norm Hawkins,Sales Representative,Southeast,19/09/2019,Retail,Individual,Alverta Hiley,Florida,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,2,45,90
1104532,900016625,Norm Hawkins,Sales Representative,Southeast,27/09/2019,Retail,Individual,Bryna Cumberpatch,Alabama,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,2,26,52
1104529,900016625,Norm Hawkins,Sales Representative,Southeast,27/09/2019,Retail,Individual,Freddy Fayerman,Alabama,Gift Basket,GB102,Rosmary EVOO Gift Basket,2,75,150
1104597,900016625,Norm Hawkins,Sales Representative,Southeast,07/10/2019,Wholesale,Business,Kessler Group,Florida,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,12,234,2808
1104598,900016625,Norm Hawkins,Sales Representative,Southeast,07/10/2019,Retail,Individual,Rich Reicherz,Florida,Bath products,BP302,Mandarin and Olive Candle,3,6.99,20.97
1104647,900016625,Norm Hawkins,Sales Representative,Southeast,15/10/2019,Retail,Individual,Malvin Ousley,Florida,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,2,234,468
1104672,900016625,Norm Hawkins,Sales Representative,Southeast,18/10/2019,Retail,Individual,Wynne Dalliwater,Florida,Bath products,BP305,Mandarin and Olive Oil Lotion,2,9.99,19.98
1104699,900016625,Norm Hawkins,Sales Representative,Southeast,21/10/2019,Retail,Individual,Elroy Anfonsi,Florida,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,3,16.75,50.25
1104748,900016625,Norm Hawkins,Sales Representative,Southeast,28/10/2019,Retail,Individual,Lily O'Reilly,Florida,Bath products,BP102,Lavender and Olive Candle,1,6.99,6.99
1104771,900016625,Norm Hawkins,Sales Representative,Southeast,31/10/2019,Retail,Individual,Christan Winston,Florida,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,1,19.5,19.5
1104820,900016625,Norm Hawkins,Sales Representative,Southeast,08/11/2019,Retail,Individual,Roxana Charville,Alabama,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,3,123,369
1104851,900016625,Norm Hawkins,Sales Representative,Southeast,12/11/2019,Retail,Individual,Elsie Grigore,Florida,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,4,16.75,67
1104864,900016625,Norm Hawkins,Sales Representative,Southeast,14/11/2019,Retail,Individual,Kimberlee Brameld,Florida,Gift Basket,GB104,Garlic EVOO Gift Basket,2,75,150
1104888,900016625,Norm Hawkins,Sales Representative,Southeast,17/11/2019,Retail,Individual,Nellie Itchingham,Florida,Olive Oil,OO308,Basil Extra Virgin Olive Oil,1,26,26
1104885,900016625,Norm Hawkins,Sales Representative,Southeast,17/11/2019,Retail,Individual,Ginger Daspar,Alabama,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,1,30,30
1104918,900016625,Norm Hawkins,Sales Representative,Southeast,22/11/2019,Retail,Individual,Calhoun Albiston,Georgia,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,2,24.5,49
1104917,900016625,Norm Hawkins,Sales Representative,Southeast,22/11/2019,Retail,Individual,Gabie Enoch,Florida,Gift Basket,GB105,Chili EVOO Gift Basket,2,75,150
1104919,900016625,Norm Hawkins,Sales Representative,Southeast,22/11/2019,Retail,Individual,Lowell Fagg,Florida,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,1,45,45
1104960,900016625,Norm Hawkins,Sales Representative,Southeast,27/11/2019,Retail,Individual,Kendal Utterson,Florida,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,2,114,228
1104988,900016625,Norm Hawkins,Sales Representative,Southeast,01/12/2019,Retail,Individual,Christan Winston,Florida,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,3,45,135
1104995,900016625,Norm Hawkins,Sales Representative,Southeast,02/12/2019,Retail,Individual,Robinia Balog,Alabama,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,4,123,492
1104993,900016625,Norm Hawkins,Sales Representative,Southeast,02/12/2019,Retail,Individual,Lodovico Binnie,Florida,Bath products,BP500,Vanilla and Olive Oil Body Soap,1,7.45,7.45
1105084,900016625,Norm Hawkins,Sales Representative,Southeast,16/12/2019,Wholesale,Business,Halvorson Inc,Georgia,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,10,234,2340
1105091,900016625,Norm Hawkins,Sales Representative,Southeast,17/12/2019,Retail,Individual,Orrin Novotna,Florida,Bath products,BP301,Mandarin and Olive Bath Salts,2,8.5,17
1105132,900016625,Norm Hawkins,Sales Representative,Southeast,24/12/2019,Retail,Business,Ullrich Inc,Florida,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,3,114,342
1105173,900016625,Norm Hawkins,Sales Representative,Southeast,29/12/2019,Retail,Individual,Roanna Lynagh,Georgia,Bath products,BP305,Mandarin and Olive Oil Lotion,4,9.99,39.96
1105231,900016625,Norm Hawkins,Sales Representative,Southeast,06/01/2020,Retail,Individual,Hollie Albrecht,Florida,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,1,26,26
1105239,900016625,Norm Hawkins,Sales Representative,Southeast,08/01/2020,Retail,Individual,Darrelle Coughan,Georgia,Bath products,BP100,Lavender and Olive Body Soap,4,7.45,29.8
1105276,900016625,Norm Hawkins,Sales Representative,Southeast,13/01/2020,Wholesale,Business,Considine Group,Florida,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,5,234,1170
1105288,900016625,Norm Hawkins,Sales Representative,Southeast,15/01/2020,Retail,Individual,Averyl Farrell,Florida,Bath products,BP103,Lavender and Olive Oil Bar Soap,4,5.99,23.96
1105354,900016625,Norm Hawkins,Sales Representative,Southeast,25/01/2020,Retail,Individual,Abbott May,Florida,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,3,123,369
1105416,900016625,Norm Hawkins,Sales Representative,Southeast,03/02/2020,Retail,Individual,Hoyt Negal,Alabama,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,2,45,90
1105429,900016625,Norm Hawkins,Sales Representative,Southeast,05/02/2020,Retail,Individual,Ferd Sline,Georgia,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,2,123,246
1105462,900016625,Norm Hawkins,Sales Representative,Southeast,10/02/2020,Wholesale,Business,Braun LLC,Florida,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,1,234,234
1105566,900016625,Norm Hawkins,Sales Representative,Southeast,25/02/2020,Retail,Individual,Sean Feifer,Florida,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,2,30,60
1105598,900016625,Norm Hawkins,Sales Representative,Southeast,01/03/2020,Retail,Individual,Ginger Daspar,Alabama,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,3,45,135
1105607,900016625,Norm Hawkins,Sales Representative,Southeast,03/03/2020,Retail,Individual,Karim Coen,Georgia,Bath products,BP305,Mandarin and Olive Oil Lotion,2,9.99,19.98
1105627,900016625,Norm Hawkins,Sales Representative,Southeast,05/03/2020,Retail,Individual,Clevey Dreng,Florida,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,3,234,702
1105662,900016625,Norm Hawkins,Sales Representative,Southeast,09/03/2020,Retail,Individual,Collie Ansty,Florida,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,3,123,369
1105676,900016625,Norm Hawkins,Sales Representative,Southeast,12/03/2020,Retail,Individual,Trish Lednor,Florida,Gift Basket,GB300,Deluxe Bath Gift Basket,2,115,230
1105680,900016625,Norm Hawkins,Sales Representative,Southeast,12/03/2020,Retail,Individual,Buck Knowlman,Georgia,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,1,26,26
1105685,900016625,Norm Hawkins,Sales Representative,Southeast,13/03/2020,Retail,Individual,Kendal Utterson,Florida,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,2,14.5,29
1105715,900016625,Norm Hawkins,Sales Representative,Southeast,17/03/2020,Retail,Individual,Tome Beller,Florida,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,4,70,280
1105722,900016625,Norm Hawkins,Sales Representative,Southeast,19/03/2020,Retail,Individual,Anissa Androsik,Georgia,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,2,234,468
1105754,900016625,Norm Hawkins,Sales Representative,Southeast,22/03/2020,Retail,Individual,Roby Pitts,Georgia,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,2,45,90
1105765,900016625,Norm Hawkins,Sales Representative,Southeast,24/03/2020,Retail,Individual,Madelena Coom,Florida,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,2,19.5,39
1105811,900016625,Norm Hawkins,Sales Representative,Southeast,30/03/2020,Retail,Individual,Osmond Creane,Florida,Gift Basket,GB101,Infused EVOO Gift Basket,1,75,75
1105822,900016625,Norm Hawkins,Sales Representative,Southeast,01/04/2020,Retail,Individual,Gabie Enoch,Florida,Gift Basket,GB105,Chili EVOO Gift Basket,1,75,75
1105831,900016625,Norm Hawkins,Sales Representative,Southeast,02/04/2020,Wholesale,Business,Considine Group,Florida,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,11,234,2574
1105970,900016625,Norm Hawkins,Sales Representative,Southeast,25/04/2020,Wholesale,Business,Considine Group,Florida,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,5,234,1170
1106010,900016625,Norm Hawkins,Sales Representative,Southeast,02/05/2020,Retail,Individual,Kimberlee Brameld,Florida,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,2,123,246
1106031,900016625,Norm Hawkins,Sales Representative,Southeast,05/05/2020,Retail,Individual,Janis Rix,Florida,Bath products,BP105,Lavender and Olive Oil Lotion,1,9.99,9.99
1106146,900016625,Norm Hawkins,Sales Representative,Southeast,19/05/2020,Retail,Individual,Eddie Kennaway,Florida,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,2,70,140
1106153,900016625,Norm Hawkins,Sales Representative,Southeast,20/05/2020,Wholesale,Business,Ruecker LLC,Florida,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,5,234,1170
1106165,900016625,Norm Hawkins,Sales Representative,Southeast,22/05/2020,Retail,Individual,Ange Kieran,Alabama,Gift Basket,GB101,Infused EVOO Gift Basket,1,75,75
1106221,900016625,Norm Hawkins,Sales Representative,Southeast,31/05/2020,Retail,Individual,Trish Lednor,Florida,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,3,45,135
1106236,900016625,Norm Hawkins,Sales Representative,Southeast,02/06/2020,Wholesale,Business,Ruecker LLC,Florida,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,10,234,2340
1106239,900016625,Norm Hawkins,Sales Representative,Southeast,02/06/2020,Retail,Individual,Odelia Jamblin,Alabama,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,2,45,90
1106260,900016625,Norm Hawkins,Sales Representative,Southeast,05/06/2020,Retail,Individual,Kendell Delleschi,Georgia,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,3,234,702
1106284,900016625,Norm Hawkins,Sales Representative,Southeast,08/06/2020,Retail,Individual,Sherry McFarlan,Florida,Bath products,BP503,Vanilla and Olive Oil Bar Soap,1,5.99,5.99
1106322,900016625,Norm Hawkins,Sales Representative,Southeast,12/06/2020,Retail,Individual,Lily O'Reilly,Florida,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,1,26,26
1106362,900016625,Norm Hawkins,Sales Representative,Southeast,19/06/2020,Retail,Individual,Brew Luton,Florida,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,2,234,468
1106365,900016625,Norm Hawkins,Sales Representative,Southeast,20/06/2020,Retail,Individual,Natividad de Pinna,Alabama,Bath products,BP302,Mandarin and Olive Candle,3,6.99,20.97
1106392,900016625,Norm Hawkins,Sales Representative,Southeast,24/06/2020,Retail,Individual,Charlena Lille,Alabama,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,1,24.5,24.5
1106457,900016625,Norm Hawkins,Sales Representative,Southeast,02/07/2020,Retail,Individual,Karim Coen,Georgia,Bath products,BP303,Mandarin and Olive Oil Bar Soap,3,5.99,17.97
1106484,900016625,Norm Hawkins,Sales Representative,Southeast,05/07/2020,Retail,Individual,Freddy Fayerman,Alabama,Bath products,BP502,Vanilla and Olive Oil Candle,2,6.99,13.98
1106539,900016625,Norm Hawkins,Sales Representative,Southeast,11/07/2020,Retail,Individual,Hoyt Negal,Alabama,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,1,24.5,24.5
1106607,900016625,Norm Hawkins,Sales Representative,Southeast,19/07/2020,Retail,Individual,Hamlen Wimes,Florida,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,4,24.5,98
1106617,900016625,Norm Hawkins,Sales Representative,Southeast,20/07/2020,Retail,Individual,Roby Pitts,Georgia,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,1,45,45
1106677,900016625,Norm Hawkins,Sales Representative,Southeast,28/07/2020,Retail,Individual,Calhoun Albiston,Georgia,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,1,114,114
1106708,900016625,Norm Hawkins,Sales Representative,Southeast,01/08/2020,Retail,Individual,Eddie Kennaway,Florida,Gift Basket,GB106,Basil EVOO Gift Basket,1,75,75
1106719,900016625,Norm Hawkins,Sales Representative,Southeast,03/08/2020,Retail,Individual,Martainn Alenichicov,Florida,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,2,123,246
1106745,900016625,Norm Hawkins,Sales Representative,Southeast,07/08/2020,Retail,Individual,Moe Faulo,Florida,Olive Oil,OO308,Basil Extra Virgin Olive Oil,4,26,104
1106828,900016625,Norm Hawkins,Sales Representative,Southeast,18/08/2020,Retail,Individual,Roanna Lynagh,Georgia,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,3,70,210
1106844,900016625,Norm Hawkins,Sales Representative,Southeast,20/08/2020,Retail,Individual,Buck Knowlman,Georgia,Bath products,BP102,Lavender and Olive Candle,2,6.99,13.98
